location,location_normalized,username,date,rating,text,text_en,business_response,source,filename
ПокеРамен,PokeRamen,Александр С.,2024-01-26,1,"Блюдо максимально не соответствует названию ""Рамен"" за 20-30 минут доставки лапша превратилась в разваренную макфу, а главный ингредиент рамена это ЛАПША,  странные сочетания острых огурцов ким чи и соленых помидоров в рамене ну омг кто это придумал.
Анлак 0/10 ",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Дмитрий П,2023-10-28,5,"вкусно и хорошо, азиатская кухня - концепция  соблюдена и в оформлении, чисто, аккуратно, персонал внимательный, места только немного для такого ажиотажа",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Даша Бывальцева,2023-07-25,4,"Очень люблю данное заведение. Поке на уровне, но зачастую вечером поесть нереально. Места все время заняты. Иногда блюда запаздывают, так как официанты теряются в количестве клиентов",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Екатерина Мишталь,2022-06-26,5,"Не знаю, каким должен быть ""настоящий"" том ям, но для меня он тут самый вкусный из тех, что я пробовала. Достойная порция, где достаточно овощей и морепродуктов, по адекватной цене. 
Не все остальные супы нравятся также сильно, но у всех разные вкусы. 

Также очень нравится жареный рис и моти.
Покэ раньше нравились больше, в последнее время редко заходят)

Атмосфера достаточно приятная. Но из-за большой популярности, всегда очень многолюдно, поэтому не всем будет уютно, особенно за общим столом. ",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Evg,2023-05-17,5,"Место пользуется большой популярносью, почти всегода приходится ждать, чтобы сечть за столик. Специфичная рассадка, всего 2 столика где можно сесть вчетвером, остальные столы общие. Блюда вкусные, все очень калоритно выглядить.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Злата Д.,2023-09-05,5,"Вообще вкусняшка, топт-топ!!!) 
Всё понравилось, хорошее обслуживание, достаточно быстро приготавливается, еда просто вкусняшка, атмосфера немаловажная вещь, свет довольно-таки приятный в помещении. Один словом хорошо",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Наира Ш.,2024-07-15,5,"Ожидание того стоит, вкусно, адекватно по цене, приятный персонал

😊👍рекомендую
",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Рудольф Ямалтдинов,2023-08-02,5,"Классное место. Уютно и аутентично. 
Позитивные профессиональные официанты. 
Понравилось что есть летник. 
Еда вкусная и быстро готовится.  Приду ещё раз.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Полина Лазеева,2022-07-02,5,"Очень классное место! Приятный персонал, обширное меню, притягательная атмосфера и интерьер, цены соответствует блюдам. Советую к посещению каждому любителю интересной кухни. На фото дневной ланч. По будням с 12 до 16 часов 390₽ за большую порцию поке и рамена. Время ожидания - 10 минут.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Татьяна Абдулова,2024-03-11,4,"У вас повар сменился? Вчера сделали заказ на дом. Том Ям уже не тот, что раньше. И к роллам привезли имбирь, что-то мы побоялись его есть. Он уже уставший и подсох",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Ева Лисеенкова,2023-01-11,5,"Это просто космос!!! Самый вкусный Том Ям в Перми, вкуснейший Поке. Классное оформление. Все просто супер!!! Редко оставляю отзывы, но про это заведение просто грех не написать",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,мария Суровцева,2023-08-30,3,"Семьёй посетили данное заведение 6 августа. 
Не повезло видимо со сменой поваров, дочь заказала поке с камчатским крабом, что только нам там не попалось в одной порции: камень, шелуха, мотки чего то твердого. Официантку пригласили, показали, сказала работаю недавно не знаю что делать. Вывод однозначный больше не пойдём.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Агния,2023-07-15,2,"Красиво придумано, сделан интерьер, имеется фишка. Понравился десерт-котик с рыбами. 
Персонал клиентоориентированный, доброжелательный, веселый. По ценам не знаю, дорого или дешево для Перми. Для Москвы дешево
На этом для меня плюсы заканчиваются. 
Минусы (для зажравшегося)
-красные лампы + меню с красными буквами, совсем нечитаемо
-оооочень много людей, даже в будний день. Будут садить за узкий стол с людьми напротив. Удобно ли это? Нет. А еще я интроверт, мне вдвойне неудобнее. 
-том ям пробовала вкуснее, насыщеннее. Этот на 3 из 5 
-были завышенные ожидания из-за рассказов, советов, рекомендаций, поэтому расстроилась очень :(

Возможно, мне не повезло с поварами или я пришла поздно, когда все устали. Но что есть, то есть 

Upd: пришла на следующий день, чтобы дать «еще один шанс», сделать более объективную оценку. Взяла тот же десерт - котика. И комбо обед из супчика, поке. Десерт принесли… сильно отличающийся от вчерашнего. Безвкусный, плотный, твердый. В результате, поменяли на другого котика, при чем нормального, как я и запомнила на вкус. Но ощущения остались неприятные, что зависит от «везения» твой десерт. Обед посредственный. В общем, разочаровало меня это место  ",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Милана М.,2023-08-08,3,"нас посадили за большой стол по разные стороны, чтоб разговаривать нужно орать, на просьбу пересадить за свободное место они отказались. Мне нельзя острое и я спросила заранее что острого есть в поке и попросила убрать, сказали только огурцы и принесли их отдельно, НО соус был тоже острый(спасибо, теперь у меня воспалился гастродуоденит:))заметила не сразу, но после даже не стала есть:) обманули) + поке был холодным 
",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Лена,2025-09-01,5,"аутентичное место с вкусной кухней, обслуживание замечательное, отдельно хочется отметить официанта Ника, максимальный плюс вайбик! обязательно придем ещё! ",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Руслан Горчаков,2023-06-11,5,"Очень атмосферное, вкусное и классное место, отдельное внимание к десертам, они очень креативные и невероятно вкусные. Если обратится к том яму, то он не особо острый, так что подойдёт почти что всем.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Светлана А.,2025-10-24,5,Очень вкусненько. Рекомендую. Сизеей просто фантастика. Таит во рту,,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Татьяна С.,2024-06-03,1,"Я не понимаю почему всем это заведение нравится, были 3 раза в нем каждый раз разочарование, последний раз ели поке , из двух видов не понравился ни один , Креветки безвкусные холодные 3шт разрезанные на пополам  для видимого объема  . Угорь в поке это спинка ( самая жирная невкусная и костлявая часть ) видимо другие хорошие части идут на другие блюда . Ожидание всегда +-20мин что бы зайти в перемещение. Цены я бы не сказала что маленькие , +100₽ к цене и можно поесть в ресторане не сидя за столом с другими людьми в маленьком помещении, и ожидая своей очереди. Обслуживание так же посредственное.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Юлия Дмитриевна,2023-09-08,1,"Взяла как всегда свой любимый тори пайтан рамен. Поменяли  лапшу на мелкую, домашнюю. На вкус это сильно повлияло, лапша пресная, переваренная, слипается вся лапша в воедино и неудобно есть. Бульон был тоже пресный, недосоленный. Также не было ростков сои. Раньше было лучше, с удовольствием ходила, а сейчас обычный свиной суп. Видимо буду брать другой супчик, надеюсь не разочаруюсь",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Andrey By.,2023-07-06,5,"Очень рекомендую. Всё вкусно быстро и от души! Хоть с детьми иди, хоть с женой. Все останутся довольны. И по вкусу вкусно и по сути вкусно.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Alex Bond,2022-05-11,4,"Интерьер приятный. Уютно. Места внутри не много, но всем хватает.
Меню достаточное для выбора блюд. 
Но по качеству не знаю... 
Все в отзывах хвалят Том-Ям: он очень пресный (не острый как традиционный в Тайе) и креветки переваренные - от этого никакие по вкусу и резиновые. Ваш Том-Ям очень отдавал борщем (прошу прощение, но сравнение именно такое).
Рамен с морепродуктами больше похож на Молочный суп с макаронами (как в садике): креветки такие же безвкусные и резиновые. Сливок в Рамене очень много.
Вот что действительно было вкусно - это сырные палочки, но при этом соус к ним Вам принесут на выбор официанта, а не на Ваш. 
И Моти - десерт с клубникой-личи и второй с шоколадом. Вот этим действительно приятно удивили.
Оценка 4- или 3+ (надо подтянуть кухню).",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Юрий В.,2024-02-14,2,"В заведении невозможно забронировать столик, вместо этого предлагают ждать освободившийся в живой очереди на морозе в -25 целый час. В который раз из-за этого не получается туда попасть.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Кристина Развозжаева,2022-06-14,5,"+здоровенные порции, неплохое наполнение;
+ланчи;
+быстрое обслуживание и подача-подходит для тех, кто хочет забежать, поесть и убежать;
+атмосфера азиатской забегаловки;
+поставили столики на улице. 
-ОЧЕНЬ сильно пахнешь едой после посещения;
-не подходит для посиделок, особенно во время ланча-полная посадка;
-креветки действительно резиновые, но я так понимаю, что это из-за того, что готовят сразу много и это стоит. 
В целом, именно такой формат ещë не видела в Перми, поэтому достаточно интересный опыт. ",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Галина Гущина,2023-06-15,5,"Очень вкусная еда интересная, красивая подача блюд! Большие порции! Том-ям вообще просто обалденный! Очень внимательные и вежливые официанты!",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Екатерина Л.,2023-09-10,5,Лучшее заведение из системы бысторго питания. Все блюда вкусные... мой ребёнок 9 лет прит всем разнообразии выбора всегда первым делом называет  Детям очень понравилось. Уютная атмосфера. Конечно такая еда зайдет не всем . Но нам понравилосьистемы быстрого питания. ,,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Юлия,2025-06-02,5,"Поке очень вкусный,санитария на высшем уровне ",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,katya,2022-08-05,5,"Здесь вкусно, да!
Том ям действительно неплохой, но, как мне кажется, ему не хватает пряности. То же самое с фо бо - суп ощущается больше как говяжий бульон. Поке нормик (памойму, раньше у поликека порции были больше). Лапша нормик, но для своей цены порции маловаты. В дим самах с лососем и ляляля кинза перебивает весь вкус. На красные моти готова тратить все свои копейки. Не знаю, что в них такого кладут, но они зашибись.
Обслуживание ок. Не ресторанное.
В целом, хорошая кафеха. Жаль, что стремительно дорожает.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Василий Трубачев,2023-06-08,5,Замечательное заведение. Вкуснейшие супы и поке. Так же моим тоже очень вкусные на десерт. Во время бизнес ланча так вообще очень приятный ценник. Всем советую к посещению :),,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Max V,2023-09-24,5,"Атмосфера - жесть! Очень колоритное место, в котором приятно, недорого и вкусно можно покушать. Улучшите время ожидания, чтобы люди не сидели, как мы час-полтора на лавках и я готов ходить к вам чаще. ",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Александр Ф.,2023-11-24,5,"Вкусно, порция большая = полноценный ужин (или обед). Соотношение цена - качество отличное. Рекомендую место и это блюдо.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Екатерина Морозова,2024-11-26,5,"Это не просто хорошее место, это моя любовь. Очень вкусно. Единственное, не всегда есть возможность попасть, так как все столики заняты",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Юлия С.,2024-10-28,5,"Люблю том ям, на мой взгляд он здесь самый вкусный в городе, но попасть иногда очень сложно, много людей.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Инкогнито 7950,2025-04-12,5,Классное заведение. Прикольный интерьер. Отличная кухня.,,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Serjey Snekov,2024-05-07,5,Сходил с девушкой в данное заведение . Классное уютное место антураж и кухня на 5+,,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Жмых Пожилой,2022-11-09,5,"Цены конечно кусаются, но оно того стоит. Персонал всегда на позитиве, помогут с выбором. Еда всегда на уровне. Очень радует возможность частично менять состав блюд.
За интерьер и атмосферу отдельные 10 из 5",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Blinoff,2022-12-11,4,"Бомбические ВКУСЫ! Атмосфера и колорит Азии! Центр города! Шикарный бизнес ланч, в общем обязательно к посещению! Минус - стало нехватать мест, последний раз - декабрь 22 года, дали бирку-пейджер и предложили подождать на улице в -20 градусов!!!🤪",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Евгений Фурин,2023-11-16,5,"Совсем не любитель такой кухни, но когда друзья уговорили сходить, совершенно не пожалел об этом. Все блюда очень вкусные.  Если уговорят еще раз, с удовольствием схожу еще.",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Наталья,2025-10-04,4,"Вкусно как всегда, но пришлось ждать когда освободятся места",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Соня Спектор,2024-03-29,5,"Плюсы: Вежливый и молодой персонал, в принципе всё быстро приносят. Поке с креветками и с риетом из лосося понравился , большая порция(не доела даже), креветки не резиновые,авокадо мягкое. Заказывала ещё чай и моти. Моти синий(голубика и взрывная карамель вроде) очень вкусный моти, стоит 160₽ вполне ок  за свою цену👏🏼целые ягодки голубики. 
Из минусов: приходится ждать во дворике на улице, мы ждали столик 25 минут примерно. В принципе когда ты с кем-то в компании можно прийти и подождать. Но если один, то как-то долго. Я прекрасно понимаю, что в заведении  ажиотаж и все хотят покушать, но надо с этим что-то делать)))",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Любовь Тимофеева,2025-07-05,5,"супер вкусно, официанты замечательные а повара просто бомба",,,Yandex Maps (JSON),yandex-poke-9.json
ПокеРамен,PokeRamen,Диана Микова,2023-03-22,3,"Огромное количество людей, практически невозможно занять столик, прием пищи превращается в какое-то выживание среди кучи незнакомцев. Шумно, душно, тесно, неуютно.
Кухня прекрасна, оформление зала и территории рядом с рестораном - 10/10, однако общая атмосфера ""перенаселенности"" портит весь аппетит.",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Ольга Носань,2025-03-04,2,"Траванулась пад таем
До этого был случай, что заказала мидии на дом и заболела из-за этого на 2 недели

Иногда везёт, иногда нет

Есть вопросы к ингредиентам и свежести ",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Юрий Картунов,2023-08-07,5,"Уже не первый раз ужинаю в этом заведении. Мест всегда не хватает, что говорит о популярности заведения. За год чуть пересмотрели позиции в меню. И в целом стало отлично. 
К огурчикам- думал будут битые или хотя бы с чесноком- остринки им не зватает. А так- все супер. Том ям супер",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Виктор Осетров,2024-04-05,1,"наплевательское отношение к клиентам, нас посадили (жена беременная, сын 2 года и я) на 2 высоких стула. а за стол отказали пересадить, который освободился после 3х минут, после того, как мы якобы сели. ..""ну вы же согласились на эти места, ребята, что вы хотите...."" в общим смысл таков: не хотите, уходите, у нас и без вас толпа стоит у входа. Похоже заведение умирает (судя по множеству отрицательных отзывов). Больше сюда не ногой. много кафе-альтернатив. Никому не рекомендую!",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Антон,2025-04-10,2,"Пришли впервые и было крайне разочарованы, нас встретили, дали на выбор два места, одно за общим столом другое за малым столом, выбрали малый стол, потом нам сказали что за этот стол садятся гости, прикола я не понял. Мы ушли, спасибо за «отличный»",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Марья Бакаева,2023-08-18,5,"Прекрасное место.Еда соответствует названию.Для любителей острого самое то.Объемы блюд очень большие,в тарелке остаётся еда даже у взрослых больших мужчин,так что голодными не останетесь 100%.Отношение персонала тоже прекрасное.Это место точно могу посоветовать для посещения.",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Эдуард Курманаев,2023-06-10,4,"Оптимальное место для знакомства с паназиатской кухней. Есть летник, есть доставка, есть самовывоз, очень приветливые и позитивные ребята среди официантов, открытая кухня. Если вас тянет на Том Ям, но не можете улететь в Тайланд, приезжайте в ПокеРамен",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Наталья Кандакова,2023-05-08,5,"Очень вкусно и сытно. Буквально одной порцией можно наесться, а так хочется много всего попробовать.

Прикольный интерьер, летом есть столики на улице.

Единственный минус - часто все места заняты, а заранее место забронировать нельзя ((",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Дмитрий Бобров,2023-04-08,4,"Блюда понравились вкусно, необычно, своеобразно. Не понравилось лишь то что небольшое помещение и мало посадочных мест для посетителей, так же присутствует живая очередь людям что бы покушать приходится ожидать иногда и на улице, думаю это не совсем удобно. Вот если бы произошло расширение заведения то была бы прям пятёрка. ",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Наталия Стретинских,2024-02-25,5,"Вкусная еда, быстрое обслуживание, креативное отношение к клиентам. Всегда улыбающиеся сотрудники и энергичная обстановка. Спасибо",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Юлия Мантрова,2023-05-01,5,"Очень вкусно!!! Поке был просто божественный 🔥 и порции огромные, я еле доела))
За 450р можно взять один поке и быть сытым целый день)
Коллега мой брал том ям и тоже был в восторге
Еще лимонад естественного брожения прикольный, понравился)",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Elena Sapozhnikova,2024-03-25,5,"Божечки кошечки ☺️ какое вкусное здесь поке!!! А том ям!?!? Проглотить язык и придёшь за добавкой! Если ни разу не пробовали поке с лососем - это однозначно самое лучшее место, где это стоит сделать!!!",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Анастасия Сивцова,2023-05-15,5,"Очень крутое кафе, заказали сливочный рамен с лососем и лапшу собу с телятиной, вкус бесподобный, порции щедрые, нам с молодым человеком очень понравилось, пришлось подождать, но это того стоило",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Евгений Томилин,2024-08-31,5,"Обслужили быстро, заказывал Том Ям, вкусно, но мне хватило остроты. Мне понравилось",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Софья,2023-10-04,4,"Очередь есть всегда, но можно покачаться на качельке и посмотреть на мем котика. 
Поке: 10/10
Том ям с лапшой: 6/10, не остро и лапша твердовата 
Моти: 6/10, с грейпфрутом горько и просто неприятно, с клубникой средне, с личи и кокосовым кремом - невероятно вкусно! и еще кстати много теста 
фотка в разрыве прилагаю

И освещение для фоток не подходит",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Vladislav Pekar,2024-01-28,5,"Любимое заведение в нашем городе , перепробовал уже все меню) к сожалению в последние разы том ям стал  хуже, грибы и поке тоже не порадовали, так как яйцо было далеко не пашот, но я надеюсь это было из за большой загруженности, и ребята уже исправились , в целом ставлю ему 10/10)",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Антон Панкратовpank,2024-06-04,5,"Вкуснее чем сдесь том-ям не кто в Перми не готовит, вкусней только в Тайланде пробовал. Отличное, отмасферное кафе. Всем кто любит азиатскую кухню советую.",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Наталья Привалова,2023-06-03,5,"Очень атмосферное местечко. Меню не большое, но достаточно разнообразное. Поке с крабом было на высоте. Обязательно вернусь попробовать что-нибудь ещё. Единственный минус - это ожидание посадочного места и ожидание приготовления блюда.",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Alsou Val,2023-10-08,5,"Отличное уютное место, все очень вкусно, персонал приветливый, цены адекватные. Выгодный ланч. 
Разве что мало места, приходится ждать своей очереди, чтобы сесть. ",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Ольга Макарова,2022-11-07,5,"Очень понравилось обслуживание. Официант была внимательна, вежлива и вообще оставила приятное впечатление. Брали Том Ям, вкусно, учли индивидуальные пожелания, приготовили быстро. Порции не маленькие. Атмосфера азиатского фастфуда)",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Юлия Старикова,2025-06-10,5,"Не заходил сюда  больше года, но как всегда вкусно и атмосферно",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Дмитрий Токарев,2025-03-21,5,"Все отлично,большие порций и очень вкусно
Главное туда попасть,а то народу там постоянно много ",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Александр Занин,2023-12-10,5,"одно из лучших мест паназиатской кухни! том ям с морепродуктами, и поке с лососем, вкуснатищя!! и лапша с говядиной ваще зачет!!!",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Анастасия Ардашева,2022-11-05,5,"Одно из лучших заведений Перми с паназиатской кухней! Вкусная еда, большое порции, дружелюбные официанты и повара, быстрое приготовление и все это за соответствующую цену! А ещё, здесь лучший моти😍",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Julia Turbina,2023-11-01,1,"Не знаю чем популярно это место, для меня оно слишком переоценено.  Первый раз ела Том-Ям по совету знакомых, в других местах на много вкуснее и подача лучше. Дала второй шанс и пришла на ланч. Заказала  Фо Бо, кто был во Вьетнаме, тот знает как его подают и какой у него вкус. Чесночный рис с беконом - невозможно соленый. Маринованную капусту выдают как Кимчи, ощущение, что они даже никогда не пробовали традиционную капусту Кимчи. Возможно я отношусь очень предвзято из-за того,что прожила в Азии более 5 лет, и знаю их кухню от местной до той,что подают туристам. В этом же заведении кроме атмосферы и хорошего отношения персонала, я не увидела. Попсовое место для подростков,которые тащатся от аниме, дорам и BTS, и никогда не пробовали настоящую азиатскую еду.",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Мария Дронова,2023-05-02,3,"Не поняла, в чем заключается весь хайп. Если кому-то прикольно ждать 20 минут, чтобы сесть или сидеть в помещении в тесноте - то отлично. Но в целом не могу сказать, что еда какая-то особенная. Пробовала Поке и Моти, средне. Не стоит это 20 минутного ожидания. Можно прийти, сфоткаться и пойти покушать в другое место. ",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Serge Paschanin,2024-05-25,5,"Офигенно вкусно всё!  С семьёй были уже два раза, и придем ещё не раз. От моти все просто в диком восторге. Спасибо!",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Дарья К.,2024-05-07,5,"Очень вкусно, но в связи с большим ажиотажем долго пришлось ждать очереди присесть и сделать заказ. Но, возможно, это такая фишка заведения",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Ольга Рычкова,2023-08-08,5,"Вкусно, но не моя пища. Молодёжь пищит от вкусноты Поке и Том ям. Персонал очень доброжелательный. Время ожидания не долго. Очень понравился имбирный лимонад🍋💦, просто 💥",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Дмитрий Дятленко,2023-01-04,5,"Наивкуснейшая азиатская еда на мой взгляд. Понравилось больше, чем в рислапше, от которой у меня каждый раз аллергическая реакция. Цены адекватные. Разнообразные варианты том ям и фо бо на любой вкус.
",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Анатолий,2023-09-11,5,"Однозначно, одно из лучших мест азиатской кухни! Прикольная атмосфера, вкусная еда, что ни заказывал - всё понравилось. Услужливый персонал, за оформление отдельная звезда. Ребята, вам надо расширяться, со свободными местами - беда! Ну, тоже, кстати, показатель, что идёте в правильном направлении!",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Ксюша Субботина-Килина,2024-05-03,4,"Первый раз было супер вкусно, второй растроились, в том ям небыло морепродуктов, один Кольмар и рыбы пару кусков",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Николай Сидорок,2023-09-12,5,"Отличное место. За качество еды говорит постоянная очередь на посадку. Приезжая в командировку в Пермь, сразу еду сюда. Отличный том-ям, один из лучших что я пробовал по всей РФ. Порции огромные. Персонал вежливый.",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,SubRosa,2023-07-10,5,"Все очень понравилось! Классная атмосфера азиатского стрит фуда! Очень колоритно в нашем городе) Есть только пожелание к создателям - добавьте, пожалуйста, больше еды для вегетарианцев) 🎏🏮",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Наталья Пономарева,2023-08-19,5,"Вкусно, большие порции, вежливый персонал. В летней части кафе предусмотрены пледы для гостей, если на улице прохладно. Место популярное, приходится ждать в очереди. Если время есть, то стоит того чтобы подождать.)",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,ekaterina poluyanova,2023-11-11,5,"Вкусное место, порции большие, морепродуктов мнооого, рецепты все с душой придуманы, идеально от и до , давайте расширяетесь))))",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Альбина К,2023-11-08,5,"Это бомба кафе, много не заказывайте))) все иначе не съесть)), порции большие . На посиделки долгие кафе не расчитано- поел и вышел. Вкусно и не дорого",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Galina Smirnova,2023-10-17,5,"Что можно сказать про жто заведение? Что ребята просто молодцы. Креатив+вкусная кухня + уютный дворик=никогда не попасть на обед. Но я прорываюсь иногда. Мне пока всё нравится, хотя пробовала процентов 30% меню, ещё бывают сезонные специалитеты. Тут уж надо успевать. Очень хочется надеяться, что ребят надолго хватит. А не как обычно у нас бывает. Кстати мне тут москвич один скидывал обзор другого москвича, в обзор ПокеРамен попал и гость остался доволен. Вобщем хватит хвалебных слов, а то совсем на обед не попасть будет..",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Елизавета Н.,2024-06-28,1,"Очень любили это заведение, всегда было вкусно. Но сегодня видимо что-то пошло не так. Заказали том ям рамен и том ям с морепродуктами. Супы принесли холодные и бульон горчил. К нам долгое время никто не подходил, мы решили подойти сами и сказали об этом девушке, которая стоит за стойкой на летнике, она развела руками, (имея ввиду что я могу сделать) не предложила заменить блюдо и даже банально подогреть, приняла оплату и продолжила заниматься своими делами. Официантке явно не было дела до нас, воды попросили - не принесла, быстро отдала блюда и испарилась. Видимо кафе получило премию 59.ru  и расслабилось. ",,,Yandex Maps (JSON),yandex-poke-8.json
ПокеРамен,PokeRamen,Вита Белка,2023-04-08,4,"Клевая атмосферная кафешка для быстро/вкусно! Но есть одно но - если нет какого-либо ингредиента, то блюдо подают без него, хотя можно бы и предупредить заранее (фо бо был без ростков бобовых). На доставке пирожное Моти было со вкусом том ям 🤔 вероятно повар до моти собирал суп и не вымыл руки... Ребят, вы клевые, но поработайте над небольшими недочётами.",,,Yandex Maps (JSON),yandex-poke-8.json
